"dispute_id","description","category"
"D1434","The service provided did not match the description on the provider's website.","OTHERS"
"D1435","This transaction is for a different amount than what I authorized.","OTHERS"
"D1436","My card was charged twice for a single order of groceries.","DUPLICATE_CHARGE"
"D1437","Two payments were taken for one invoice.","DUPLICATE_CHARGE"
"D1438","I was charged but the bill payment was not successful.","FAILED_TRANSACTION"
"D1439","The transaction was unsuccessful, but the money was deducted.","FAILED_TRANSACTION"
"D1440","This charge is fraudulent. My card has been compromised.","FRAUD"
"D1441","Someone has used my card details to purchase online services without my consent.","FRAUD"
"D1442","The refund for my returned purchase is long overdue.","REFUND_PENDING"
"D1443","I am still waiting for the credit for a flight that was cancelled by the airline.","REFUND_PENDING"
"D1444","The product I received is a poor-quality imitation of the real thing.","OTHERS"
"D1445","I was charged a cancellation fee even though I cancelled within the allowed time frame.","OTHERS"
"D1446","I have two identical charges from a restaurant on the same night.","DUPLICATE_CHARGE"
"D1447","The website froze, and now I have been charged twice for the same items.","DUPLICATE_CHARGE"
"D1448","The money was debited from my account but the transfer failed.","FAILED_TRANSACTION"
"D1449","My payment did not go through, but the amount is missing from my account.","FAILED_TRANSACTION"
"D1450","I did not make this transaction. I am a victim of fraud.","FRAUD"
"D1451","This charge is from a merchant that has been reported for scamming customers.","FRAUD"
"D1452","The merchant has not yet processed the refund for my returned merchandise.","REFUND_PENDING"
"D1453","I am still waiting for the refund of my deposit for the rental property.","REFUND_PENDING"
"D1454","The final cost of the service was significantly higher than the initial quote.","OTHERS"
"D1455","I'm disputing this charge as the goods were not delivered by the promised date.","OTHERS"
"D1456","A recurring payment was taken out twice on the same day.","DUPLICATE_CHARGE"
"D1457","I was billed twice for a single month of my streaming subscription.","DUPLICATE_CHARGE"
"D1458","The transaction failed but the debit has been posted to my account.","FAILED_TRANSACTION"
"D1459","I was debited for a payment that the merchant has no record of.","FAILED_TRANSACTION"
"D1460","This is an unauthorized charge on my account; I suspect my card was cloned.","FRAUD"
"D1461","My details were used to make this fraudulent online purchase.","FRAUD"
"D1462","I have not yet received the refund for a returned item.","REFUND_PENDING"
"D1463","The credit for a cancelled service is still pending on my account.","REFUND_PENDING"
"D1464","The product I received is defective and the merchant is not cooperating.","OTHERS"
"D1465","The company is trying to charge me for services I did not agree to.","OTHERS"
"D1466","My card was charged twice for the same online subscription renewal.","DUPLICATE_CHARGE"
"D1467","The app glitched and processed my payment for the same bill twice.","DUPLICATE_CHARGE"
"D1468","The money was deducted but the flight ticket was not booked.","FAILED_TRANSACTION"
"D1469","My account was charged for a failed fund transfer.","FAILED_TRANSACTION"
"D1470","I am reporting this transaction as fraud. Please cancel my card.","FRAUD"
"D1471","This charge is from a known scam website.","FRAUD"
"D1472","The refund for my returned order is still being processed.","REFUND_PENDING"
"D1473","I am awaiting a refund for an accidental duplicate payment.","REFUND_PENDING"
"D1474","The service provided was not performed with due care and skill.","OTHERS"
"D1475","I was charged for a larger size drink than the one I ordered.","OTHERS"
"D1476","I have two identical charges for my internet bill this month.","DUPLICATE_CHARGE"
"D1477","The cashier seemed to have trouble with the terminal and charged me twice.","DUPLICATE_CHARGE"
"D1478","The transaction failed, but the funds have been held from my account.","FAILED_TRANSACTION"
"D1479","The debit for my failed recharge has not been reversed.","FAILED_TRANSACTION"
"D1480","My card was used fraudulently while I was on vacation.","FRAUD"
"D1481","I did not authorize this recurring charge on my account.","FRAUD"
"D1482","The refund for my cancelled hotel room is still pending.","REFUND_PENDING"
"D1483","I am still waiting for the money back from a returned dress.","REFUND_PENDING"
"D1484","The item I received is missing a crucial component.","OTHERS"
"D1485","I am disputing this late fee as the payment was made before the deadline.","OTHERS"
"D1486","I was billed twice for a single taxi journey.","DUPLICATE_CHARGE"
"D1487","My credit card shows two charges for one online order.","DUPLICATE_CHARGE"
"D1488","The money was debited, but the beneficiary's account has been closed.","FAILED_TRANSACTION"
"D1489","The payment did not go through but the amount has not been credited back.","FAILED_TRANSACTION"
"D1490","This transaction is fraudulent. I was in a different city at the time.","FRAUD"
"D1491","My account was used to make an unauthorized purchase of digital goods.","FRAUD"
"D1492","I have not received the refund for a returned pair of shoes.","REFUND_PENDING"
"D1493","The credit for my cancelled software subscription is still awaited.","REFUND_PENDING"
"D1494","The final charge for my car service included work I did not approve.","OTHERS"
"D1495","I'm disputing this charge as the product is not genuine.","OTHERS"
"D1496","My card was charged twice for a single coffee.","DUPLICATE_CHARGE"
"D1497","The payment system erred and charged my card twice for the same service.","DUPLICATE_CHARGE"
"D1498","The transaction failed, but the amount has been deducted.","FAILED_TRANSACTION"
"D1499","My account was debited for a payment that did not reach the merchant.","FAILED_TRANSACTION"
"D1500","I am reporting this unauthorized transaction and blocking my card.","FRAUD"
"D1501","This is a fraudulent charge from a merchant I do not recognize.","FRAUD"
"D1502","The refund for my returned electronics is still being processed.","REFUND_PENDING"
"D1503","I am waiting for a refund for a service that was not provided as advertised.","REFUND_PENDING"
"D1504","The item I received is a different color and size than what I ordered.","OTHERS"
"D1505","I was charged for a full membership when I only signed up for a trial.","OTHERS"
"D1506","A single restaurant bill was charged twice to my credit card.","DUPLICATE_CHARGE"
"D1507","I believe a system glitch resulted in me being charged twice for my shopping.","DUPLICATE_CHARGE"
"D1508","The money was taken, but the transfer did not go through.","FAILED_TRANSACTION"
"D1509","The payment failed, but my bank account shows a debit for the amount.","FAILED_TRANSACTION"
"D1510","My card was used to make a fraudulent online bet.","FRAUD"
"D1511","This unauthorized charge appeared after I used my card on a suspicious website.","FRAUD"
"D1512","The refund for my cancelled flight tickets has not been credited yet.","REFUND_PENDING"
"D1513","I am still awaiting the credit for my returned merchandise.","REFUND_PENDING"
"D1514","The quality of the food delivered was unacceptable.","OTHERS"
"D1515","The company charged me a cancellation fee that is not mentioned in their terms.","OTHERS"
"D1516","My monthly auto-payment was processed twice this month.","DUPLICATE_CHARGE"
"D1517","There are two identical transactions for my recent online purchase.","DUPLICATE_CHARGE"
"D1518","The transaction was cancelled, but the amount was still deducted.","FAILED_TRANSACTION"
"D1519","The payment failed, but the funds have not been returned.","FAILED_TRANSACTION"
"D1520","This is a fraudulent charge. My card was used in another country.","FRAUD"
"D1521","I received a scam text message and then this fraudulent transaction occurred.","FRAUD"
"D1522","The refund for my returned item is stuck in 'pending' status.","REFUND_PENDING"
"D1523","I am still waiting for the company to refund my security deposit.","REFUND_PENDING"
"D1524","The product is not working as advertised and I want to dispute the charge.","OTHERS"
"D1525","I am being billed for a service after I cancelled my account.","OTHERS"
"D1526","I was double-charged for my tickets at the movie theater.","DUPLICATE_CHARGE"
"D1527","My subscription fee was charged twice in one go.","DUPLICATE_CHARGE"
"D1528","The payment did not succeed, but the amount was taken from my account.","FAILED_TRANSACTION"
"D1529","My account was debited, but the online order was not confirmed.","FAILED_TRANSACTION"
"D1530","I did not make this purchase. This is a case of identity theft.","FRAUD"
"D1531","This unauthorized charge was made while my card was in my possession.","FRAUD"
"D1532","The refund for a cancelled event ticket has not been processed.","REFUND_PENDING"
"D1533","I am still waiting for the refund for a returned item bought online.","REFUND_PENDING"
"D1534","The service provided was rushed and incomplete.","OTHERS"
